Conference,Year,Name,Institution,Countries
asplos,2023,Vasilis Gavrielatos,Huawei Research UK,United Kingdom
asplos,2023,Yu Hua,Huazhong University of Science and Technology,China
asplos,2023,Swami Sundararaman,IBM Research,United States
asplos,2023,Rujia Wang,Illinois Institute of Technology,United States
asplos,2023,Thaleia Dimitra Doudali,IMDEA Software Institute,Spain
asplos,2023,Lluís Vilanova,Imperial College London,United Kingdom
asplos,2023,Marios Kogias,Imperial College London & Microsoft Research,United States
asplos,2023,Arkaprava Basu,Indian Institute of Science,India
asplos,2023,Rodrigo Bruno,"INESC-ID, IST, ULisboa",Portugal
asplos,2023,Stijn Eyerman,Intel,United States
asplos,2023,John Kim,KAIST,"Korea, Republic of"
asplos,2023,Myoungsoo Jung,KAIST,"Korea, Republic of"
asplos,2023,Hyoukjun Kwon,Meta,United States
asplos,2023,Steve Reinhardt,Microsoft,United States
asplos,2023,Minjia Zhang,Microsoft Research,United States
asplos,2023,Christina Delimitrou,MIT,United States
asplos,2023,Martin Rinard,MIT,United States
asplos,2023,Laurent Bindschaedler,MPI-SWS,Germany
asplos,2023,Jieming Yin,Nanjing University of Posts and Telecommunications,China
asplos,2023,Shih-Wei Li,National Taiwan University,"Taiwan, Province of China"
asplos,2023,Djordje Jevdjic,National University of Singapore,Singapore
asplos,2023,Trevor E. Carlson,National University of Singapore,Singapore
asplos,2023,Xu Liu,North Carolina State University,United States
asplos,2023,Xipeng Shen,North Carolina State University and Facebook,United States
asplos,2023,Devesh Tiwari,Northeastern University,United States
asplos,2023,Guilherme Cox,NVIDIA,United States
asplos,2023,Brandon Reagen,"NYU, Meta",United States
asplos,2023,Michael Bond,Ohio State University,United States
asplos,2023,Kiwan Maeng,Pennsylvania State University,United States
asplos,2023,Kanchi Gopinath,Plaksha Univ,India
asplos,2023,Pedro Fonseca,Purdue University,United States
asplos,2023,Nathan Dautenhahn,Rice University,United States
asplos,2023,Santosh Nagarakatte,Rutgers University,United States
asplos,2023,Sudarsun Kannan,Rutgers University,United States
asplos,2023,Jung Ho Ahn,Seoul National University,"Korea, Republic of"
asplos,2023,Jingwen Leng,Shanghai Jiao Tong University,China
asplos,2023,Rong Chen,Shanghai Jiao Tong University,China
asplos,2023,Caroline Trippel,Stanford University,United States
asplos,2023,Sara Achour,Stanford University,United States
asplos,2023,Dongyoon Lee,Stony Brook University,United States
asplos,2023,Dan Tsafrir,Technion & VMware Research,Israel
asplos,2023,Jia-Ju Bai,Tsinghua University,China
asplos,2023,Mingyu Gao,Tsinghua University,China
asplos,2023,Steven Swanson,UC San Diego,United States
asplos,2023,Jonathan Balkind,UC Santa Barbara,United States
asplos,2023,Mohammad Shahrad,University of British Columbia,United States
asplos,2023,Prashant J. Nair,University of British Columbia,United States
asplos,2023,Brian Demsky,"University of California, Irvine",United States
asplos,2023,Tony Nowatzki,"University of California, Los Angeles",United States
asplos,2023,Heiner Litz,"University of California, Santa Cruz",United States
asplos,2023,Haryadi S. Gunawi,University of Chicago,United States
asplos,2023,Henry Hoffmann,University of Chicago,United States
asplos,2023,Joseph Izraelevitz,"University of Colorado, Boulder",United States
asplos,2023,Tamara Lehman,"University of Colorado, Boulder",United States
asplos,2023,Haris Volos,University of Cyprus,Cyprus
asplos,2023,Saugata Ghose,University of Illinois Urbana-Champaign,United States
asplos,2023,Hui Guan,University of Massachusetts Amherst,United States
asplos,2023,Yatin A. Manerkar,University of Michigan,United States
asplos,2023,Baris Kasikci,University of Michigan and Google,United States
asplos,2023,Cynthia Sturton,University of North Carolina at Chapel Hill,United States
asplos,2023,Joseph Devietti,University of Pennsylvania,United States
asplos,2023,Jun Yang,University of Pittsburgh,United States
asplos,2023,Chen Ding,University of Rochester,United States
asplos,2023,John Criswell,University of Rochester,United States
asplos,2023,James Bornholt,University of Texas at Austin,United States
asplos,2023,Christopher Rossbach,University of Texas at Austin and Katana Graph,United States
asplos,2023,Nandita Vijaykumar,University of Toronto,Canada
asplos,2023,Natalie Enright Jerger,University of Toronto,Canada
asplos,2023,Ganesh Gopalakrishnan,University of Utah,United States
asplos,2023,Mary Hall,University of Utah,United States
asplos,2023,Rajeev Balasubramonian,University of Utah,United States
asplos,2023,Ashish Venkat,University of Virginia,United States
asplos,2023,Kevin Skadron,University of Virginia,United States
asplos,2023,Swamit Tannu,"University of Wisconsin, Madison",United States
asplos,2023,Michael Swift,University of Wisconsin-Madison,United States
asplos,2023,Changwoo Min,Virginia Tech,United States
asplos,2023,Huaicheng Li,Virginia Tech,United States
asplos,2023,Matthew Hicks,Virginia Tech,United States
asplos,2023,Jayneel Gandhi,VMware Research / Meta,United States
asplos,2023,Nadav Amit,VMware Research Group,United States
asplos,2023,Klaus v. Gleissenthall,Vrije Universiteit Amsterdam,Netherlands
asplos,2023,Yongshan Ding,Yale University,United States
asplos,2024,Shoaib Kamil,Adobe,United States
asplos,2024,Sadullah Canakci,Advanced Micro Devices,United States
asplos,2024,Aritra Sengupta,Amazon,United States
asplos,2024,Gustavo Petri,Amazon,United States
asplos,2024,Steve Reinhardt,AMD,United States
asplos,2024,Sangeeta Chowdhary,AMD Research,United States
asplos,2024,Sumanth Gudaparthi,AMD Research,United States
asplos,2024,Tony Gutierrez,AMD Research,United States
asplos,2024,Moumita Dey,AMD Research and Advanced Development,United States
asplos,2024,Yunong Shi,AWS Quantum Technologies,Singapore
asplos,2024,Manuel Costa,"Azure Research, Microsoft",United States
asplos,2024,Jia-Ju Bai,Beihang University,China
asplos,2024,Dmitry Ponomarev,Binghamton University,United States
asplos,2024,Orran Krieger,Boston University,United States
asplos,2024,Carl Waldspurger,Carl Waldspurger Consulting,United States
asplos,2024,Riccardo Paccagnella,Carnegie Mellon University,United States
asplos,2024,Akshitha Sriraman,Carnegie Mellon University / Google,United States
asplos,2024,Chandrakana Nandi,Certora Inc.,United States
asplos,2024,Jason Nieh,Columbia University,United States
asplos,2024,Ronghui Gu,Columbia University,United States
asplos,2024,Mahesh Balakrishnan,Confluent,United States
asplos,2024,Alex Conway,Cornell Tech,United States
asplos,2024,Adrian Sampson,Cornell University,United States
asplos,2024,Ken Birman,Cornell University,United States
asplos,2024,Rachee Singh,Cornell University,United States
asplos,2024,Russell Sears,Crystal DB,United States
asplos,2024,Atul Adya,Databricks,United States
asplos,2024,Burcu Kulahcioglu Ozkan,Delft University of Technology,Netherlands
asplos,2024,PrzemysÅ‚aw PaweÅ‚czak,Delft University of Technology,Netherlands
asplos,2024,Cristina Basescu,Digital Asset Switzerland,Switzerland
asplos,2024,Lisa Wu Wills,Duke University,United States
asplos,2024,Lizy John,"ECE Dept, Univ. of Texas, Austin",United States
asplos,2024,Sanidhya Kashyap,EPFL,Switzerland
asplos,2024,Boris Pismenny,EPFL & NVIDIA & Technion,Switzerland
asplos,2024,Gustavo Alonso,ETH Zurich,Switzerland
asplos,2024,Onur Mutlu,ETH Zurich & Stanford University,United States
asplos,2024,Gerd Zellweger,Feldera,United States
asplos,2024,Asim Kadav,freenome,United States
asplos,2024,Alexandros Daglis,Georgia Tech,United States
asplos,2024,Daniel Genkin,Georgia Tech,United States
asplos,2024,Lieven Eeckhout,Ghent University,Belgium
asplos,2024,Akanksha Jain,Google,United States
asplos,2024,Amin Vahdat,Google,United States
asplos,2024,Amy Tai,Google,United States
asplos,2024,john wilkes,Google,United States
asplos,2024,Kristin Barber,Google,United States
asplos,2024,Martin Maas,Google,United States
asplos,2024,Nitin Agrawal,Google,United States
asplos,2024,Ravi Rajwar,Google,United States
asplos,2024,Sundar Dev,Google,United States
asplos,2024,Tae Jun Ham,Google,United States
asplos,2024,Todd Mytkowicz,Google,United States
asplos,2024,Vidushi Dadu,Google,United States
asplos,2024,Yu (Emma) Wang,Google,United States
asplos,2024,Zhipeng Jia,Google,United States
asplos,2024,Steve Blackburn,Google Australia,United States
asplos,2024,Albert Cohen,Google DeepMind,United States
asplos,2024,Phitchaya Mangpo Phothilimthana,Google DeepMind,United States
asplos,2024,eric schkufza,Graft Inc,United States
asplos,2024,Yossi Gilad,Hebrew University of Jerusalem,Israel
asplos,2024,Shuang Chen,Huawei Cloud,China
asplos,2024,Vasilis Gavrielatos,Huawei Research UK,United Kingdom
asplos,2024,Yu Hua,Huazhong University of Science and Technology,China
asplos,2024,David Grove,IBM Research,United States
asplos,2024,Swaminathan Sundararaman,IBM Research,United States
asplos,2024,Vasily Tarasov,IBM Research,United States
asplos,2024,Michael Factor,IBM Research – Israel,Israel
asplos,2024,Christian Pinto,IBM Research Europe,Switzerland
asplos,2024,Yungang Bao,"ICT, CAS",China
asplos,2024,Changwoo Min,Igalia,Spain
asplos,2024,Alastair Donaldson,Imperial College London,United Kingdom
asplos,2024,LluÃ­s Vilanova,Imperial College London,United Kingdom
asplos,2024,Peter Pietzuch,Imperial College London,United Kingdom
asplos,2024,Marios Kogias,Imperial College London & Azure Research,United Kingdom
asplos,2024,Arkaprava Basu,Indian Institute of Science,India
asplos,2024,Uday Bondhugula,Indian Institute of Science and PolyMage Labs,India
asplos,2024,Ricardo Macedo,INESC TEC & U.Minho,Portugal
asplos,2024,Rodrigo Bruno,"INESC-ID, Instituto Superior TÃ©cnico, Universidade de Lisboa",Portugal
asplos,2024,Jean-Pierre Lozi,Inria,France
asplos,2024,Julia Lawall,Inria,France
asplos,2024,Zidong Du,"Institute of Computing Technology, Chinese Academy of Sciences",China
asplos,2024,Andrew Litteken,Intel,United States
asplos,2024,Stijn Eyerman,Intel,United States
asplos,2024,Jiri Schindler,IonQ,United States
asplos,2024,Myoungsoo Jung,KAIST,"Korea, Republic of"
asplos,2024,Youngjin Kwon,KAIST,"Korea, Republic of"
asplos,2024,Frank Bellosa,Karlsruhe Institute of Technology,Germany
asplos,2024,Rachata Ausavarungnirun,King Mongkutâ€™s University of Technology North Bangkok,Thailand
asplos,2024,Dejan KostiÄ‡,KTH Royal Institute of Technology,Sweden
asplos,2024,Alma Dimnaku,Meta,United States
asplos,2024,Jayneel Gandhi,Meta,United States
asplos,2024,Patrick Stuedi,Meta,United States
asplos,2024,Tim Harris,Microsoft,United States
asplos,2024,Divya Mahajan,Microsoft and Georgia Institute of Technology,United States
asplos,2024,Abhinav Jangda,Microsoft Research,United States
asplos,2024,Jacob Nelson,Microsoft Research,United States
asplos,2024,Jay Lorch,Microsoft Research,United States
asplos,2024,Jilong Xue,Microsoft Research,United States
asplos,2024,Paolo Costa,Microsoft Research,United States
asplos,2024,Rodrigo Fonseca,Microsoft Research,United States
asplos,2024,Roshan Dathathri,Microsoft Research,United States
asplos,2024,Shan Lu,Microsoft Research,United States
asplos,2024,Suman Nath,Microsoft Research,United States
asplos,2024,Ashish Panwar,Microsoft Research India,United States
asplos,2024,Aditya Kanade,"Microsoft Research, India",United States
asplos,2024,Christina Delimitrou,MIT,United States
asplos,2024,Mengjia Yan,MIT,United States
asplos,2024,Laurent Bindschaedler,MPI-SWS,Germany
asplos,2024,Jieming Yin,Nanjing University of Posts and Telecommunications,China
asplos,2024,Shih-Wei Li,National Taiwan University,"Taiwan, Province of China"
asplos,2024,Trevor E. Carlson,National University of Singapore,Singapore
asplos,2024,Iulian Neamtiu,New Jersey Institute of Technology,United States
asplos,2024,Xipeng Shen,North Carolina State University,United States
asplos,2024,Xu Liu,North Carolina State University and Google Inc.,United States
asplos,2024,Devesh Tiwari,Northeastern University,United States
asplos,2024,Peter Desnoyers,Northeastern University,United States
asplos,2024,Simone Campanoni,Northwestern University,United States
asplos,2024,Guilherme Cox,NVIDIA,United States
asplos,2024,Vikram Sharma Mailthody,NVIDIA,United States
asplos,2024,Vinod Grover,NVIDIA Corporation,United States
asplos,2024,Guyue (Grace) Liu,NYU Shanghai & Peking University,China
asplos,2024,Michael Bond,Ohio State University,United States
asplos,2024,Anand Sivasubramaniam,Penn State,United States
asplos,2024,Kiwan Maeng,Pennsylvania State University,United States
asplos,2024,Kanchi Gopinath,Plaksha Univ,India
asplos,2024,Amit Levy,Princeton University,United States
asplos,2024,Marko Vukolic,Protocol Labs,United States
asplos,2024,Pedro Fonseca,Purdue University,United States
asplos,2024,Tapti Palit,Purdue University,United States
asplos,2024,Y. Charlie Hu,Purdue University,United States
asplos,2024,Ethan Miller,"Pure Storage / University of California, Santa Cruz",United States
asplos,2024,Alex Reinking,Qualcomm,United States
asplos,2024,Nathan Dautenhahn,Rice University,United States
asplos,2024,Scott Rixner,Rice University,United States
asplos,2024,Santosh Nagarakatte,Rutgers University,United States
asplos,2024,Sudarsun Kannan,Rutgers University,United States
asplos,2024,Yipeng Huang,Rutgers University,United States
asplos,2024,Zheng (Eddy) Zhang,Rutgers University,United States
asplos,2024,Vidushi Goyal,Sambanova Systems,United States
asplos,2024,Jung Ho Ahn,Seoul National University,"Korea, Republic of"
asplos,2024,Jangwoo Kim,Seoul National University & MangoBoost,"Korea, Republic of"
asplos,2024,Jingwen Leng,Shanghai Jiao Tong University,China
asplos,2024,Quan Chen,Shanghai Jiao Tong University,China
asplos,2024,Rong Chen,Shanghai Jiao Tong University,China
asplos,2024,Xingda Wei,Shanghai Jiaotong University,China
asplos,2024,Arrvindh Shriraman,Simon-Fraser University,Canada
asplos,2024,Caroline Trippel,Stanford University,United States
asplos,2024,Christos Kozyrakis,Stanford University,United States
asplos,2024,Fredrik Kjolstad,Stanford University,United States
asplos,2024,Sara Achour,Stanford University,United States
asplos,2024,Amir Rahmati,Stony Brook University,United States
asplos,2024,Dongyoon Lee,Stony Brook University,United States
asplos,2024,Michael Ferdman,Stony Brook University,United States
asplos,2024,Nadav Amit,"Technion, Israel Institute of Technology",Israel
asplos,2024,Adam Morrison,Tel Aviv University,Israel
asplos,2024,Dilma Da Silva,Texas A&M University,United States
asplos,2024,Patrick P. C. Lee,The Chinese University of Hong Kong,Hong Kong
asplos,2024,Baptiste Lepers,The University of NeuchÃ¢tel,Switzerland
asplos,2024,Donald Porter,The University of North Carolina at Chapel Hill,United States
asplos,2024,Poulami Das,The University of Texas at Austin,United States
asplos,2024,Kang Chen,Tsinghua University,China
asplos,2024,Mingyu Gao,Tsinghua University,China
asplos,2024,Christof Fetzer,"TU Dresden, Germany",Germany
asplos,2024,Pramod Bhatotia,TU Munich,Germany
asplos,2024,Larry Rudolph,"Two Sigma Investments, LP",United States
