Conference,Year,Title,Predominant Continent,Institutions
icdcs,2014,Optimal Energy Cost for Strongly Stable Multi-hop Green Cellular Networks.,NA,Mississippi State University; Mississippi State University; Mississippi State University; Mississippi State University; Texas Southern University
icdcs,2014,Thermal Modeling for a HVAC Controlled Real-Life Auditorium.,NA,Washington University in St. Louis; Emerson (Sweden)
icdcs,2014,Exploring the Use of Diverse Replicas for Big Location Tracking Data.,AS,Guangzhou HKUST Fok Ying Tung Research Institute; Hong Kong University of Science and Technology; University of Hong Kong; Guangzhou HKUST Fok Ying Tung Research Institute; Hong Kong University of Science and Technology; University of Hong Kong; Guangzhou HKUST Fok Ying Tung Research Institute; Hong Kong University of Science and Technology; University of Hong Kong
icdcs,2014,WOHA: Deadline-Aware Map-Reduce Workflow Scheduling Framework over Hadoop Clusters.,NA,"University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign; University at Buffalo, State University of New York; University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign; Yahoo (United States)"
icdcs,2014,STI-BT: A Scalable Transactional Index.,EU,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento; University of Lisbon; Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento; University of Lisbon
icdcs,2014,SOR: An Objective Ranking System Based on Mobile Phone Sensing.,NA,Syracuse University; Syracuse University; Syracuse University; Syracuse University; Arizona State University
icdcs,2014,The Tempo-Spatial Information Dissemination Properties of Mobile Opportunistic Networks with Levy Mobility.,AS,Beijing Normal University; Beijing University of Technology; George Washington University; Institute of Computing Technology; Chinese Academy of Sciences; Beijing Normal University
icdcs,2014,Cooperative and Efficient Real-Time Scheduling for Automotive Communications.,AS,Wuhan National Laboratory for Optoelectronics; Huazhong University of Science and Technology; General Motors (United States); McGill University; Wuhan National Laboratory for Optoelectronics; Huazhong University of Science and Technology
icdcs,2014,Adaptive Partitioning for Large-Scale Dynamic Graphs.,,
icdcs,2014,Sim-Watchdog: Leveraging Temporal Similarity for Anomaly Detection in Dynamic Graphs.,NA,Los Alamos National Laboratory; Los Alamos National Laboratory
icdcs,2014,On Limits of Travel Time Predictions: Insights from a New York City Case Study.,,
icdcs,2014,Learning from the Past: Intelligent On-Line Weather Monitoring Based on Matrix Completion.,AS,Stony Brook University; State University of New York; Hunan University; Stony Brook University; State University of New York; Institute of Computing Technology; Chinese Academy of Sciences; Institute of Computing Technology; Chinese Academy of Sciences
icdcs,2014,e-PPI: Locator Service in Information Networks with Personalized Privacy Preservation.,NA,Syracuse University; Georgia Institute of Technology; IBM (United States); Georgia Institute of Technology; Georgia Institute of Technology
icdcs,2014,Enabling Privacy-Preserving Image-Centric Social Discovery.,AS,"City University of Hong Kong; City University of Hong Kong; City University of Hong Kong; Pennsylvania State University; University at Buffalo, State University of New York"
icdcs,2014,Providing Efficient Privacy-Aware Incentives for Mobile Sensing.,NA,University of Arkansas at Fayetteville; Pennsylvania State University
icdcs,2014,No NAT'd User Left Behind: Fingerprinting Users behind NAT from NetFlow Records Alone.,EU,Sapienza University of Rome; Sapienza University of Rome; Sapienza University of Rome; Sapienza University of Rome; Institute of Informatics and Telematics
icdcs,2014,"OpenSample: A Low-Latency, Sampling-Based Measurement Platform for Commodity SDN.",NA,Seoul National University; Seoul National University; IBM Research - Austin; IBM Research - Austin; IBM Research - Austin
icdcs,2014,Scalable Traffic-Aware Virtual Machine Management for Cloud Data Centers.,EU,University of Glasgow; Ionian University; University of Glasgow; University of Glasgow
icdcs,2014,Energy-Efficient Flow Scheduling and Routing with Hard Deadlines in Data Center Networks.,AS,University of Chinese Academy of Sciences; Chinese Academy of Sciences; IBM Research - China; University of Western Macedonia; Florida International University; Institute of Computing Technology; Chinese Academy of Sciences
icdcs,2014,Bandwidth Guarantee under Demand Uncertainty in Multi-tenant Clouds.,NA,Clemson University; Clemson University
icdcs,2014,Measuring and Evaluating Live Content Consistency in a Large-Scale CDN.,NA,Clemson University; Clemson University; Clemson University; Microsoft (United States)
icdcs,2014,MOLStream: A Modular Rapid Development and Evaluation Framework for Live P2P Streaming.,AS,Technion – Israel Institute of Technology; Technion – Israel Institute of Technology; Reykjavík University
icdcs,2014,Polystyrene: the Decentralized Data Shape That Never Dies.,EU,École Normale Supérieure Paris-Saclay; Institut National des Sciences Appliquées de Rennes
icdcs,2014,An Interest-Based Per-Community P2P Hierarchical Structure for Short Video Sharing in the YouTube Social Network.,NA,Clemson University; Clemson University; Clemson University
icdcs,2014,Two-Party Fine-Grained Assured Deletion of Outsourced Data in Cloud Systems.,NA,University of Florida; University of Florida; University of Florida
icdcs,2014,"Towards Online, Accurate, and Scalable QoS Prediction for Runtime Service Adaptation.",,
icdcs,2014,Columbus: Configuration Discovery for Clouds.,AS,IBM Research - India; IBM Research - India; IBM Research - India; IBM Research - India
icdcs,2014,Counting in Anonymous Dynamic Networks under Worst-Case Adversary.,EU,Sapienza University of Rome; Sapienza University of Rome; Sapienza University of Rome; Research Academic Computer Technology Institute
icdcs,2014,"The LevelArray: A Fast, Practical Long-Lived Renaming Algorithm.",EU,Microsoft Research (United Kingdom); Moscow Institute of Thermal Technology; Moscow Institute of Thermal Technology; Tel Aviv University
icdcs,2014,Deterministic Blind Rendezvous in Cognitive Radio Networks.,,
icdcs,2014,Rethinking State-Machine Replication for Parallelism.,EU,Università della Svizzera italiana; Università della Svizzera italiana; Università della Svizzera italiana
icdcs,2014,Propeller: A Scalable Real-Time File-Search Service in Distributed Systems.,NA,University of Nebraska–Lincoln; University of Nebraska–Lincoln; University of Nebraska–Lincoln; University of Nebraska–Lincoln
icdcs,2014,Compiler Driven Automatic Kernel Context Migration for Heterogeneous Computing.,EU,Johannes Gutenberg University Mainz; Johannes Gutenberg University Mainz
icdcs,2014,BOND: Exploring Hidden Bottleneck Nodes in Large-Scale Wireless Sensor Networks.,AS,Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University
icdcs,2014,Enhancing Visibility of Network Performance in Large-Scale Sensor Networks.,AS,Hong Kong University of Science and Technology; University of Hong Kong; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University
icdcs,2014,Domo: Passive Per-Packet Delay Tomography in Wireless Ad-hoc Networks.,AS,Zhejiang University; Zhejiang University; Zhejiang University; Zhejiang University; Hangzhou Dianzi University; McGill University; McGill University; Hangzhou Dianzi University
icdcs,2014,Energy Efficient HVAC System with Distributed Sensing and Control.,,
icdcs,2014,SCAPE: Safe Charging with Adjustable Power.,AS,Nanjing University; Ministry of Public Security of the People's Republic of China; Nanjing University; Nanjing University; University of Minnesota
icdcs,2014,Building Green Cloud Services at Low Cost.,EU,"Universitat Politècnica de Catalunya; Rutgers, The State University of New Jersey; Rutgers, The State University of New Jersey; Universitat Politècnica de Catalunya; Software (Spain); Barcelona Supercomputing Center; Universitat Politècnica de Catalunya; Barcelona Supercomputing Center; Rutgers, The State University of New Jersey"
icdcs,2014,Almost Optimal Channel Access in Multi-Hop Networks with Unknown Channel Variables.,AS,Institute of Computing Technology; Chinese Academy of Sciences; University of Florida; Beijing Institute of Technology; Tsinghua University; Institute of Computing Technology; Chinese Academy of Sciences; Institute of Computing Technology; Chinese Academy of Sciences; Beijing Institute of Technology
icdcs,2014,Shared Memory Buffer Management for Heterogeneous Packet Processing.,NA,Purdue University System; Purdue University System; National Research University Higher School of Economics; St. Petersburg Department of Steklov Institute of Mathematics; Russian Academy of Sciences
icdcs,2014,Robust Network Tomography in the Presence of Failures.,NA,Pennsylvania State University; Pennsylvania State University; Pennsylvania State University
icdcs,2014,Client-Centric Benchmarking of Eventual Consistency for Cloud Storage Systems.,NA,University of Waterloo; University of Illinois Urbana-Champaign; Hewlett-Packard (United States); University of Illinois Urbana-Champaign
icdcs,2014,MicroFuge: A Middleware Approach to Providing Performance Isolation in Cloud Storage Systems.,NA,University of Waterloo; University of Waterloo; University of Waterloo; University of Waterloo; University of Waterloo
icdcs,2014,S4D-Cache: Smart Selective SSD Cache for Parallel I/O Systems.,NA,Illinois Institute of Technology; Illinois Institute of Technology; Illinois Institute of Technology
icdcs,2014,Will They Blend?: Exploring Big Data Computation Atop Traditional HPC NAS Storage.,NA,Pennsylvania State University; Pennsylvania State University; Carnegie Mellon University
icdcs,2014,T-Storm: Traffic-Aware Online Scheduling in Storm.,NA,Syracuse University; Syracuse University; Syracuse University; Beijing University of Posts and Telecommunications
icdcs,2014,AJIRA: A Lightweight Distributed Middleware for MapReduce and Stream Processing.,EU,Vrije Universiteit Amsterdam; Vrije Universiteit Amsterdam; Vrije Universiteit Amsterdam; Vrije Universiteit Amsterdam; Vrije Universiteit Amsterdam
icdcs,2014,Cost-Effective Resource Allocation for Deploying Pub/Sub on Cloud.,EU,University of Oslo; University of Oslo
icdcs,2014,Elastic Scaling of a High-Throughput Content-Based Publish/Subscribe Engine.,,
icdcs,2014,TiM: Fine-Grained Rate Adaptation in WLANs.,AS,Hong Kong University of Science and Technology; Guangzhou HKUST Fok Ying Tung Research Institute; University of Hong Kong
icdcs,2014,NomLoc: Calibration-Free Indoor Localization with Nomadic Access Points.,AS,Hong Kong University of Science and Technology; University of Hong Kong; Hong Kong University of Science and Technology; University of Hong Kong; Hong Kong University of Science and Technology; University of Hong Kong; Hong Kong University of Science and Technology; University of Hong Kong; Hong Kong University of Science and Technology; University of Hong Kong; Hong Kong University of Science and Technology; University of Hong Kong; Hong Kong University of Science and Technology; University of Hong Kong
icdcs,2014,Generic Composite Counting in RFID Systems.,AS,Hong Kong University of Science and Technology; University of Hong Kong; Tsinghua University; Hong Kong University of Science and Technology; University of Hong Kong; Tsinghua University; Tsinghua University
icdcs,2014,Competitive FIB Aggregation without Update Churn.,,
icdcs,2014,Achieving Absolutely Optimal Block Pipelining in Organized Network Coded Gossip.,NA,University of Alberta; University of Alberta
icdcs,2014,Lock-Free Cuckoo Hashing.,EU,Chalmers University of Technology; Chalmers University of Technology
icdcs,2014,Enforcing Location and Time-Based Access Control on Cloud-Stored Data.,EU,IBM Research - Zurich; Board of the Swiss Federal Institutes of Technology; ETH Zurich; Board of the Swiss Federal Institutes of Technology; ETH Zurich; Board of the Swiss Federal Institutes of Technology; ETH Zurich
icdcs,2014,Impact Analysis of Topology Poisoning Attacks on Economic Operation of the Smart Power Grid.,NA,University of North Carolina at Charlotte; University of North Carolina at Charlotte; Dakota State University; North Dakota State University
icdcs,2014,Turret: A Platform for Automated Attack Finding in Unmodified Distributed System Implementations.,NA,Purdue University West Lafayette; Purdue University West Lafayette; Purdue University West Lafayette; Purdue University West Lafayette; Purdue University West Lafayette
icdcs,2014,Incremental Deployment Strategies for Effective Detection and Prevention of BGP Origin Hijacks.,NA,Colorado State University; Colorado State University
icdcs,2015,Crowd Map: Accurate Reconstruction of Indoor Floor Plans from Crowdsourced Sensor-Rich Videos.,NA,"University at Buffalo, State University of New York; University at Buffalo, State University of New York; University at Buffalo, State University of New York; University at Buffalo, State University of New York"
icdcs,2015,Crowd-ML: A Privacy-Preserving Learning Framework for a Crowd of Smart Devices.,NA,The Ohio State University; The Ohio State University; The Ohio State University; The Ohio State University; The Ohio State University
icdcs,2015,Urban Traffic Monitoring with the Help of Bus Riders.,AS,Nanyang Technological University; Nanyang Technological University; Nanyang Technological University
icdcs,2015,Privacy-Preserving Compressive Sensing for Crowdsensing Based Trajectory Recovery.,NA,McGill University; Shanghai Jiao Tong University; University of Michigan–Ann Arbor; Shanghai Jiao Tong University; IBM Research - Austin; Shanghai Jiao Tong University; McGill University
icdcs,2015,Optimizing Roadside Advertisement Dissemination in Vehicular Cyber-Physical Systems.,NA,Temple University; Temple University
icdcs,2015,Point-to-Point Traffic Volume Measurement through Variable-Length Bit Array Masking in Vehicular Cyber-Physical Systems.,NA,University of Florida; University of Florida; University of Florida; Ministry of Education of the People's Republic of China
icdcs,2015,A Novel Dynamic En-Route Decision Real-Time Route Guidance Scheme in Intelligent Transportation Systems.,AS,Xi'an Jiaotong University; Towson University; Xi'an Jiaotong University; Xi'an Jiaotong University; University of Massachusetts Lowell; University of Macau
icdcs,2015,Community-Based Bus System as Routing Backbone for Vehicular Ad Hoc Networks.,AS,University of Chinese Academy of Sciences; Hong Kong Baptist University; Hong Kong Baptist University; Hong Kong Baptist University; Hong Kong Baptist University; Chinese Academy of Sciences
icdcs,2015,Asynchronous Adaptive Task Allocation.,NA,Salem State University; University of the Pacific; National and Kapodistrian University of Athens; University of Connecticut
icdcs,2015,Competitive Strategies for Online Cloud Resource Allocation with Discounts: The 2-Dimensional Parking Permit Problem.,NA,Arizona State University; Technische Universität Berlin; Arizona State University; Deutsche Telekom (Germany); Technische Universität Berlin
icdcs,2015,Cost-Effective Low-Delay Cloud Video Conferencing.,,
icdcs,2015,eTrain: Making Wasted Energy Useful by Utilizing Heartbeats for Mobile Data Transmissions.,AS,Huazhong University of Science and Technology; Huazhong University of Science and Technology; Huazhong University of Science and Technology; Huazhong University of Science and Technology; Huazhong University of Science and Technology; Huazhong University of Science and Technology
icdcs,2015,TIDE: A User-centric Tool for Identifying Energy Hungry Applications on Smartphones.,NA,"University of California, Riverside; University of California, Riverside; University of Michigan–Ann Arbor; University of California, Riverside; Pennsylvania State University; University of California, Davis"
icdcs,2015,Improve Charging Capability for Wireless Rechargeable Sensor Networks Using Resonant Repeaters.,NA,Stony Brook University; Stony Brook University; Stony Brook University; Stony Brook University
icdcs,2015,Ostro: Scalable Placement Optimization of Complex Application Topologies in Large-Scale Data Centers.,NA,AT&T (United States); AT&T (United States); AT&T (United States); AT&T (United States); AT&T (United States)
icdcs,2015,eBay in the Clouds: False-Name-Proof Auctions for Cloud Resource Allocation.,AS,Nanjing University; Nanjing University; Nanjing University; Nanjing University
icdcs,2015,T-Chain: A General Incentive Scheme for Cooperative Computing.,NA,Korea Military Academy; Princeton University; University of Colorado System; University of Colorado Boulder; Kootenay Association for Science & Technology; Korea Advanced Institute of Science and Technology
icdcs,2015,Data Center Sprinting: Enabling Computational Sprinting at the Data Center Level.,NA,The Ohio State University; The Ohio State University
icdcs,2015,Phase Detection with Hidden Markov Models for DVFS on Many-Core Processors.,NA,Sandia National Laboratories; Pennsylvania State University; Sandia National Laboratories; Pennsylvania State University; Sandia National Laboratories; Pennsylvania State University; Sandia National Laboratories; Pennsylvania State University
icdcs,2015,Low Radiation Efficient Wireless Energy Transfer in Wireless Distributed Systems.,EU,Research Academic Computer Technology Institute; University of Patras; Research Academic Computer Technology Institute; University of Patras; Research Academic Computer Technology Institute; University of Geneva
icdcs,2015,Modeling Propagation Dynamics and Developing Optimized Countermeasures for Rumor Spreading in Online Social Networks.,NA,Georgia State University; Georgia State University; Shaanxi Normal University
icdcs,2015,Optimizing Inter-server Communication for Online Social Networks.,AS,Nanyang Technological University; Nanyang Technological University; Nanyang Technological University
icdcs,2015,Efficient Customized Privacy Preserving Friend Discovery in Mobile Social Networks.,NA,George Washington University; George Washington University; Dalian University of Technology; George Mason University
icdcs,2015,Combating Friend Spam Using Social Rejections.,NA,Duke University; Cyprus University of Technology; Duke University; Duke University
icdcs,2015,"Prebaked µVMs: Scalable, Instant VM Startup for IaaS Clouds.",EU,Vrije Universiteit Amsterdam
icdcs,2015,ECO-DNS: Expected Consistency Optimization for DNS.,NA,Carnegie Mellon University; Carnegie Mellon University; ETH Zurich
icdcs,2015,An Online Method for Minimizing Network Monitoring Overhead.,NA,Missouri University of Science and Technology; IBM Research - Thomas J. Watson Research Center
icdcs,2015,Thread Migration in a Replicated-Kernel OS.,NA,Johns Hopkins University Applied Physics Laboratory; Virginia Tech; Virginia Tech; Virginia Tech; Virginia Tech
icdcs,2015,Towards Understanding the Advertiser's Perspective of Smartphone User Privacy.,NA,Stevens Institute of Technology; Stevens Institute of Technology; Stony Brook University; Florida State University; University of Indianapolis; Indiana University – Purdue University Indianapolis
icdcs,2015,Advertiser and Publisher-centric Privacy Aware Online Behavioral Advertising.,AS,Nanjing University of Science and Technology; Nanjing University of Science and Technology; Nanjing University of Science and Technology
icdcs,2015,POP: Privacy-Preserving Outsourced Photo Sharing and Searching for Mobile Devices.,AS,Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; Illinois Institute of Technology; Tsinghua University
icdcs,2015,Privacy-Preserving Machine Learning Algorithms for Big Data Systems.,NA,University of Florida; University of Florida; Binghamton University; Oklahoma State University; University of Florida
icdcs,2015,Fault-Tolerant and Elastic Streaming MapReduce with Decentralized Coordination.,NA,University of Southern California; University of Southern California; Indian Institute of Science Bangalore; University of Southern California
icdcs,2015,Task-Cloning Algorithms in a MapReduce Cluster with Competitive Performance Bounds.,AS,Chinese University of Hong Kong; Chinese University of Hong Kong
icdcs,2015,FLOWPROPHET: Generic and Accurate Traffic Prediction for Data-Parallel Cluster Computing.,AS,University of Hong Kong; Hong Kong University of Science and Technology; University of Hong Kong; University of Hong Kong
icdcs,2015,Towards Energy Efficiency in Heterogeneous Hadoop Clusters by Adaptive Task Assignment.,NA,University of Colorado Colorado Springs; The University of Texas at San Antonio; Tongji University; University of Colorado Colorado Springs
icdcs,2015,Experimental Study for Multi-layer Parameter Configuration of WSN Links.,EU,University of Duisburg-Essen; Norwegian University of Science and Technology; Norwegian University of Science and Technology; Norwegian University of Science and Technology; University of Duisburg-Essen; University of Duisburg-Essen
icdcs,2015,PTZ Camera Scheduling for Selected Area Coverage in Visual Sensor Networks.,AS,Renmin University of China; California State University Los Angeles; Renmin University of China; North Carolina Central University
icdcs,2015,On Multipath Link Characterization and Adaptation for Device-Free Human Detection.,AS,Tsinghua University; Tsinghua University; Tsinghua University; University of Macau
icdcs,2015,Elastic Stream Processing with Latency Guarantees.,,
icdcs,2015,DRS: Dynamic Resource Scheduling for Real-Time Analytics over Fast Streams.,AS,Digital Science (United States); Advanced Digital Sciences Center; Sun Yat-sen University; University of Illinois Urbana-Champaign; Hamad bin Khalifa University; Digital Science (United States); Advanced Digital Sciences Center
icdcs,2015,An Application-Aware Scheduling Policy for Real-Time Traffic.,AS,Harbin Institute of Technology; Georgia State University; Harbin Institute of Technology; Harbin Institute of Technology
icdcs,2015,UStore: A Low Cost Cold and Archival Data Storage System for Data Centers.,AS,Peking University; Peking University; Shanghai Jiao Tong University; Microsoft Research Asia (China)
icdcs,2015,Aurora: Adaptive Block Replication in Distributed File Systems.,NA,University of Toronto; University of Toronto; University of Toronto; University of Waterloo
icdcs,2015,Fast Compaction Algorithms for NoSQL Databases.,NA,"University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign; University of California, Santa Barbara"
icdcs,2015,Minimizing the Communication Cost of Aggregation in Publish/Subscribe Systems.,EU,University of Oslo; University of Toronto; University of Oslo; University of Toronto; University of Oslo
icdcs,2015,Weighted Overlay Design for Topic-Based Publish/Subscribe Systems on Geo-Distributed Data Centers.,AS,IBM Research - Haifa; IBM Research - Haifa; University of Toronto; University of Oslo
icdcs,2015,Dynamoth: A Scalable Pub/Sub Middleware for Latency-Constrained Applications in the Cloud.,NA,McGill University; McGill University; McGill University; McGill University
icdcs,2015,Discrete Load Balancing in Heterogeneous Networks with a Focus on Second-Order Diffusion.,NA,Simon Fraser University; Simon Fraser University; Simon Fraser University; Simon Fraser University
icdcs,2015,Weighted Restless Bandit and Its Applications.,NA,Illinois Institute of Technology; Michigan Technological University
icdcs,2015,Deterministic Symmetry Breaking in Ring Networks.,EU,University of Liverpool; University of Wrocław; Institute of Computer Science; University of Liverpool; University of Wrocław
icdcs,2015,DISCO: A Distributed Localization Scheme for Mobile Networks.,NA,University of Prince Edward Island; University of Prince Edward Island; Shenzhen Technology University; Shenzhen Technology University
icdcs,2015,Rain Bar: Robust Application-Driven Visual Communication Using Color Barcodes.,AS,"Wuhan University; Wuhan University; University at Buffalo, State University of New York; Wuhan University; Wuhan University; Wuhan University"
icdcs,2015,ABCCC: An Advanced Cube Based Network for Data Centers.,NA,Stony Brook University; Stony Brook University
icdcs,2015,Congestion Avoidance with Incremental Filter Aggregation in Content-Based Routing Networks.,AS,Chinese Academy of Sciences; Chinese Academy of Sciences; University of Toronto
icdcs,2015,Rewiring 2 Links Is Enough: Accelerating Failure Recovery in Production Data Center Networks.,AS,Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University
icdcs,2015,Synthesizing Self-Stabilizing Protocols under Average Recovery Time Constraints.,NA,University of Waterloo; University of Waterloo; McMaster University
icdcs,2015,Space-Optimal Time-Efficient Silent Self-Stabilizing Constructions of Constrained Spanning Trees.,EU,Université d'Évry Val-d'Essonne; Laboratoire d'Informatique Algorithmique: Fondements et Applications
icdcs,2015,Replica Placement for Availability in the Worst Case.,AS,Singapore Management University; University of North Carolina at Chapel Hill
icdcs,2015,Privacy Preserving String Matching for Cloud Computing.,AS,"Nanjing University; Nanjing University; Michigan State University; International Institute of Information Technology, Hyderabad; Michigan State University; Hunan University; Nanjing University"
icdcs,2015,Zeus Milker: Circumventing the P2P Zeus Neighbor List Restriction Mechanism.,EU,Technical University of Darmstadt; Universiti Sains Malaysia; TU Dresden; Saarland University; Technical University of Darmstadt; International Computer Science Institute
icdcs,2015,Systematic Mining of Associated Server Herds for Malware Campaign Discovery.,NA,Mitchell Institute; Texas A&M University; NortonLifeLock (United States); Mitchell Institute; Texas A&M University; Kootenay Association for Science & Technology; Korea Advanced Institute of Science and Technology; Polytechnic University of Turin
icdcs,2015,MAVR: Code Reuse Stealthy Attacks and Mitigation on Unmanned Aerial Vehicles.,NA,Purdue University System
icdcs,2015,Shuttle: Intrusion Recovery for PaaS.,EU,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento; Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento
icdcs,2015,Accelerating Apache Hive with MPI for Data Warehouse Systems.,AS,University of Chinese Academy of Sciences; University of Chinese Academy of Sciences; University of Chinese Academy of Sciences; Institute of Computing Technology; Chinese Academy of Sciences; Institute of Computing Technology; Chinese Academy of Sciences
icdcs,2015,RStore: A Direct-Access DRAM-based Data Store.,EU,IBM Research - Zurich; IBM Research - Zurich; IBM Research - Zurich; IBM Research - Zurich; IBM Research - Zurich; Laboratoire d'Informatique de Paris-Nord; ETH Zurich
icdcs,2015,Cache Serializability: Reducing Inconsistency in Edge Transactions.,NA,Cornell University; Cornell University; Cornell University
icdcs,2015,A Novel Approximation for Multi-hop Connected Clustering Problem in Wireless Sensor Networks.,AS,Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; The University of Texas at Dallas; The University of Texas at Dallas
icdcs,2015,Multi-path Based Avoidance Routing in Wireless Networks.,NA,Tokyo Metropolitan University; National Central University; Auburn University; Temple University; The Ohio State University
icdcs,2015,Tele Adjusting: Using Path Coding and Opportunistic Forwarding for Remote Control in WSNs.,AS,University of Electronic Science and Technology of China; Tsinghua University; Tsinghua University; Tsinghua University; Hong Kong University of Science and Technology; University of Hong Kong; University of Electronic Science and Technology of China
icdcs,2016,INSPECTOR: Data Provenance Using Intel Processor Trace (PT).,EU,TU Dresden; TU Dresden; TU Dresden
icdcs,2016,PAG: Private and Accountable Gossip.,EU,Université Grenoble Alpes; University of Passau
icdcs,2016,Practical Intrusion-Tolerant Networks.,NA,Johns Hopkins University; Johns Hopkins University; Johns Hopkins University; Purdue University System; Purdue University System; Johns Hopkins University; Universidad del Noreste
icdcs,2016,Gremlin: Systematic Resilience Testing of Microservices.,NA,University of North Carolina Health Care; University of North Carolina at Chapel Hill; University of North Carolina Health Care; University of North Carolina at Chapel Hill; Carnegie Mellon University
icdcs,2016,CRONets: Cloud-Routed Overlay Networks.,NA,International University of the Caribbean; International University of the Caribbean
icdcs,2016,Riptide: Jump-Starting Back-Office Connections in Cloud Systems.,NA,Northwestern University; Verizon (United States); Verizon (United States)
icdcs,2016,The Internet is for Porn: Measurement and Analysis of Online Adult Traffic.,,
icdcs,2016,Tuning the Aggressive TCP Behavior for Highly Concurrent HTTP Connections in Data Center.,AS,Central South University; Central South University; Central South University; Texas A&M University; Texas A&M University
icdcs,2016,A Performance Analysis of Incentive Mechanisms for Cooperative Computing.,NA,Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University
icdcs,2016,GrapH: Heterogeneity-Aware Graph Computation with Adaptive Partitioning.,,
icdcs,2016,Minimum-Cost Cloud Storage Service Across Multiple Cloud Providers.,NA,Clemson University; Clemson University
icdcs,2016,A Realistic and Optimized V2V Communication System for Taxicabs.,AS,University of Science and Technology of China; University of Science and Technology of China; Sanofi (United States); University of Science and Technology of China; University of Science and Technology of China; University of Science and Technology of China
icdcs,2016,Optimal Marching of Autonomous Networked Robots.,NA,University of Louisiana at Lafayette; University of Louisiana at Lafayette; University of Louisiana at Lafayette
icdcs,2016,RichNote: Adaptive Selection and Delivery of Rich Media Notifications to Mobile Users.,,
icdcs,2016,Decentralized Context Sharing in Vehicular Delay Tolerant Networks with Compressive Sensing.,AS,Hunan University; Hunan University; Stony Brook University; State University of New York; Beijing University of Posts and Telecommunications; Hong Kong Polytechnic University; Institute of Computing Technology; Chinese Academy of Sciences; Institute of Computing Technology; Chinese Academy of Sciences
icdcs,2016,RuleTris: Minimizing Rule Update Latency for TCAM-Based SDN Switches.,AS,Zhejiang University; Xi'an Jiaotong University; Zhejiang University; Xi'an Jiaotong University; Xi'an Jiaotong University
icdcs,2016,RITM: Revocation in the Middle.,EU,ETH Zurich; ETH Zurich; ETH Zurich; ETH Zurich
icdcs,2016,A Distributed Auctioneer for Resource Allocation in Decentralized Systems.,EU,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento; Universitat Politècnica de Catalunya; Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento; Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento; Universitat Politècnica de Catalunya
icdcs,2016,Datacomp: Locally Independent Adaptive Compression for Real-World Systems.,NA,"University of Minnesota, Duluth; University of California, Los Angeles"
icdcs,2016,Hybrid Content-Based Routing Using Network and Application Layer Filtering.,EU,University of Stuttgart; University of Stuttgart; University of Stuttgart; University of Stuttgart
icdcs,2016,Exploiting Causality to Engineer Elastic Distributed Software.,,
icdcs,2016,RUSH: A RobUst ScHeduler to Manage Uncertain Completion-Times in Shared Clouds.,NA,Princeton University; AT&T (United States); Princeton University; George Washington University; Princeton University; Hong Kong University of Science and Technology; University of Hong Kong
icdcs,2016,The Same Speed Timer in Population Protocols.,,
icdcs,2016,Interactive Wireless Charging for Energy Balance.,EU,Research Academic Computer Technology Institute; University of Patras; Research Academic Computer Technology Institute; University of Patras; Research Academic Computer Technology Institute
icdcs,2016,Nearly Optimal Distributed Algorithm for Computing Betweenness Centrality.,,
icdcs,2016,An Efficient Lock-Free Logarithmic Search Data Structure Based on Multi-dimensional List.,NA,University of Central Florida; University of Central Florida
icdcs,2016,Characterizing the Computational Power of Anonymous Mobile Robots.,,
icdcs,2016,CryptoLock (and Drop It): Stopping Ransomware Attacks on User Data.,NA,University of Florida; Villanova University; University of Florida; University of Florida
icdcs,2016,Amnesia: A Bilateral Generative Password Manager.,NA,William & Mary; William & Mary; William & Mary
icdcs,2016,Know Your Phish: Novel Techniques for Detecting Phishing Sites and Their Targets.,EU,Aalto University; Aalto University; Intel (United States); University of Helsinki
icdcs,2016,BotMeter: Charting DGA-Botnet Landscapes in Large Networks.,NA,Lehigh University; Georgia Institute of Technology; University of North Carolina Health Care; University of North Carolina at Chapel Hill
icdcs,2016,Enabling Privacy-Preserving Incentives for Mobile Crowd Sensing Systems.,NA,"University of Illinois Urbana-Champaign; University at Buffalo, State University of New York; Microsoft (United States); University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign"
