Conference,Year,Title,Predominant Continent,Institutions
cloud,2014,Exploiting iterative-ness for parallel ML computations.,NA,Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; Intel (United States); Carnegie Mellon University; Carnegie Mellon University
cloud,2014,"Tachyon: Reliable, Memory Speed Storage for Cluster Computing Frameworks.",NA,"University of California, Berkeley; University of California, Berkeley; University of California, Berkeley; University of California, Berkeley"
cloud,2014,What Bugs Live in the Cloud? A Study of 3000+ Issues in Cloud Systems.,AS,University of Chicago; University of Chicago; University of Chicago; University of Chicago; University of Wisconsin–Madison; Surya University; Surya University; Surya University; Surya University; Surya University; Surya University
cloud,2014,PerfScope: Practical Online Server Performance Bug Inference in Production Cloud Computing Infrastructures.,NA,North Carolina State University; North Carolina State University; North Carolina State University; NEC (United States); NEC (United States); NEC (United States); NEC (United States)
cloud,2014,"Tales of the Tail: Hardware, OS, and Application-level Sources of Tail Latency.",NA,University of Washington; University of Washington; University of Washington; University of Washington
cloud,2014,On the Control Plane of a Self-service Cloud Platform.,EU,"Nvidia (United Kingdom); Rütgers (Germany); Rutgers, The State University of New Jersey; Rutgers Sexual and Reproductive Health and Rights; Rutgers Sexual and Reproductive Health and Rights; AT&T (United States)"
cloud,2014,DIMMer: A case for turning off DIMMs in clouds.,NA,Stony Brook University; Stony Brook University; Stony Brook University; Stony Brook University
cloud,2014,Hybris: Robust Hybrid Cloud Storage.,EU,EURECOM; ETH Zurich; EURECOM
cloud,2014,The Case for Drill-Ready Cloud Computing.,NA,University of Chicago; University of Chicago
cloud,2014,Merlin: Application- and Platform-aware Resource Allocation in Consolidated Server Systems.,NA,Qualcomm (United Kingdom); Georgia Institute of Technology; Georgia Institute of Technology
cloud,2014,DaRPC: Data Center RPC.,,
cloud,2014,Adaptive Stream Processing using Dynamic Batch Sizing.,NA,"University of California, Berkeley; Columbia University; University of California, Berkeley; University of California, Berkeley"
cloud,2014,ATAC: Ambient Temperature-Aware Capping for Power Efficient Datacenters.,NA,Georgia Institute of Technology; Georgia Institute of Technology; Georgia Institute of Technology; Georgia Institute of Technology
cloud,2014,Connected Components in MapReduce and Beyond.,NA,Google (United States); Google (United States); Google (United States); Google (United States); Google (United States)
cloud,2014,Vanguard: Increasing Server Efficiency via Workload Isolation in the Storage I/O Path.,EU,FORTH Institute of Computer Science; FORTH Institute of Computer Science; FORTH Institute of Computer Science; FORTH Institute of Computer Science; FORTH Institute of Computer Science; FORTH Institute of Computer Science; FORTH Institute of Computer Science
cloud,2014,Long-term SLOs for reclaimed cloud computing resources.,SA,Universidade Federal de Campina Grande; Google (United States); Universidade Federal de Campina Grande; Google (United States)
cloud,2014,Vagabond: Dynamic Network Endpoint Reconfiguration in Virtualized Environments.,AS,Indian Institute of Technology Bombay; Indian Institute of Technology Bombay; Indian Institute of Technology Bombay
cloud,2014,Paxos Quorum Leases: Fast Reads Without Sacrificing Writes.,NA,Carnegie Mellon University; Intel (United States); Carnegie Mellon University; Intel (United States); Carnegie Mellon University; Intel (United States)
cloud,2014,C-Hint: An Effective and Reliable Cache Management for RDMA-Accelerated Key-Value Stores.,,
cloud,2014,Distributed Autonomous Virtual Resource Management in Datacenters Using Finite-Markov Decision Process.,NA,Clemson University; Clemson University; Clemson University
cloud,2014,ReproLite: A Lightweight Tool to Quickly Reproduce Hard System Bugs.,NA,University of Massachusetts Amherst; NEC (United States); NEC (United States); NEC (United States)
cloud,2014,Wrangler: Predictable and Faster Jobs using Fewer Resources.,NA,"University of California, Berkeley; Microsoft Research (United Kingdom); University of California, Berkeley"
cloud,2014,vPipe: Piped I/O Offloading for Efficient Data Movement in Virtualized Clouds.,NA,Purdue University System; Purdue University System; Purdue University System
cloud,2014,Dynamic Performance Profiling of Cloud Caches.,EU,Reykjavík University; University of Iceland; Royal Holloway University of London; Reykjavík University; Emory University
cloud,2014,PriorityMeister: Tail Latency QoS for Shared Networked Storage.,NA,Carnegie Mellon University; Carnegie Mellon University; Intel (United States); Carnegie Mellon University; Carnegie Mellon University
cloud,2015,Understanding issue correlations: a case study of the Hadoop system.,NA,Georgia Institute of Technology; Georgia Institute of Technology
cloud,2015,The nearest replica can be farther than you think.,EU,KTH Royal Institute of Technology; Universidad Complutense de Madrid; KTH Royal Institute of Technology; KTH Royal Institute of Technology
cloud,2015,Potassium: penetration testing as a service.,NA,University of Utah; University of Utah; University of Utah; University of Utah; University of Utah; University of Utah; University of Utah; University of Utah
cloud,2015,MemcachedGPU: scaling-up scale-out key-value stores.,NA,University of British Columbia; Nvidia (United States); The University of Texas at Austin; University of British Columbia
cloud,2015,dJay: enabling high-density multi-tenancy for cloud gaming servers with dynamic cost-benefit GPU load balancing.,EU,Siberian Federal University; Microsoft Research (United Kingdom); Microsoft Research (United Kingdom); ETH Zurich
cloud,2015,DSwitch: a dual mode direct and network attached disk.,AS,Peking University; Peking University; Microsoft Research (United Kingdom)
cloud,2015,FastLane: making short flows shorter with agile drop notification.,NA,"Google (United States); University of California, Berkeley; University of California, Berkeley; Microsoft Research (United Kingdom); University of California, Berkeley; University of California, Berkeley; University of California, Berkeley; Google (United States)"
cloud,2015,Tarcil: reconciling scheduling speed and quality in large shared clusters.,NA,Stanford University; Moscow Institute of Thermal Technology; Stanford University
cloud,2015,Scheduling jobs across geo-distributed datacenters.,NA,Southern California University for Professional Studies; University of Southern California; Southern California University for Professional Studies; University of Southern California; Southern California University for Professional Studies; University of Southern California
cloud,2015,vFair: latency-aware fair storage scheduling via per-IO cost-based differentiation.,NA,Purdue University System; Purdue University System; Google (United States); Purdue University System
cloud,2015,"On data skewness, stragglers, and MapReduce progress indicators.",EU,Sapienza University of Rome; Sapienza University of Rome
cloud,2015,Forecasting the cost of processing multi-join queries via hashing for main-memory databases.,NA,The Ohio State University; The Ohio State University
cloud,2015,Zorro: zero-cost reactive failure recovery in distributed graph processing.,NA,University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign
cloud,2015,Database high availability using SHADOW systems.,NA,University of Waterloo; University of Waterloo; University of Waterloo; University of Waterloo
cloud,2015,Reducing replication bandwidth for distributed document databases.,NA,Carnegie Mellon University; Carnegie Mellon University; Microsoft Research (United Kingdom); Microsoft Research (United Kingdom); Carnegie Mellon University
cloud,2015,ShardFS vs. IndexFS: replication vs. caching strategies for distributed metadata management in cloud storage systems.,NA,Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University
cloud,2015,Evaluating the impact of fine-scale burstiness on cloud elasticity.,OC,UNSW Sydney; IBM Research - Ireland; Data61
cloud,2015,"Centiman: elastic, high performance optimistic concurrency control by watermarking.",NA,Cornell University; Cornell University; Cornell University; Microsoft (Germany); Cornell University
cloud,2015,Online parameter optimization for elastic data stream processing.,EU,"Systems, Applications & Products in Data Processing (United Kingdom); Systems, Applications & Products in Data Processing (United Kingdom); University Hospital Magdeburg; Systems, Applications & Products in Data Processing (United Kingdom); Systems, Applications & Products in Data Processing (United Kingdom); TU Dresden"
cloud,2015,Towards a comprehensive performance model of virtual machine live migration.,AS,Indian Institute of Technology Bombay; Indian Institute of Technology Bombay; Indian Institute of Technology Bombay
cloud,2015,"Achieving cost-efficient, data-intensive computing in the cloud.",NA,"University of California, San Diego; Google (United States); University of California, San Diego; University of California, San Diego"
cloud,2015,Response time service level agreements for cloud-hosted web applications.,NA,"University of California, Santa Barbara; University of California, Santa Barbara; University of California, Santa Barbara"
cloud,2015,SpotOn: a batch computing service for the spot market.,NA,University of Massachusetts Amherst; University of Massachusetts Amherst; University of Massachusetts Amherst; University of Massachusetts Amherst; University of Massachusetts Amherst
